nome;caracteristicas;ano;data_registro
mazda cx-9;excellent|gas|automatic;2010;2021-05-01
toyota prius;excellent|4 cylinders|hybrid|automatic|fwd|silver;2004;2021-05-01
toyota corolla;excellent|4 cylinders|gas|automatic|fwd;2003;2021-05-01
chevrolet impala;6 cylinders|gas|automatic|fwd|sedan|black;2004;2021-05-01
chevrolet corvette;excellent|8 cylinders|gas|automatic|coupe|red;1998;2021-05-01
honda civic sedan;4 cylinders|gas|automatic|fwd|sedan|blue;2009;2021-05-01
nissan sentra;gas|automatic|fwd|sedan|blue;2013;2021-05-01
honda accord sedan;6 cylinders|gas|automatic|fwd|sedan|grey;2006;2021-05-01
mercedes-benz c-class;gas|automatic|sedan|red;2014;2021-05-01
subaru outback;like new|6 cylinders|gas|automatic;2010;2021-05-01
toyota tundra;gas|automatic|4wd|pickup|black;2014;2021-05-01
mercedes-benz c-class;gas|automatic|sedan|red;2014;2021-05-01
ford f-150;other|automatic|fwd|pickup|white;2019;2021-05-01
saturn outlook;6 cylinders|gas|automatic|SUV|white;2007;2021-05-01
mercedes-benz benz c300;like new|6 cylinders|gas|automatic|4wd|sedan|white;2012;2021-05-01
toyota rav4;gas|automatic|other|blue;2011;2021-05-01
lexus rx 330;excellent|6 cylinders|gas|automatic|4wd|SUV;2004;2021-05-01
honda accord;gas|automatic;2004;2021-05-01
pontiac torrent;6 cylinders|gas|automatic|4wd|SUV|silver;2008;2021-05-01
jeep grand cherokee;6 cylinders|gas|automatic|4wd|SUV|silver;2007;2021-05-01
lexus ls430;excellent|8 cylinders|gas|automatic|fwd|sedan|blue;2004;2021-05-01
acura tl;6 cylinders|gas|automatic|fwd|sedan;2004;2021-05-01
honda accord crosstour;6 cylinders|gas|automatic|rwd|wagon|white;2011;2021-05-01
dodge caliber sxt;like new|4 cylinders|gas|automatic|fwd|hatchback|red;2007;2021-05-01
lexus es 350;excellent|6 cylinders|gas|automatic;2011;2021-05-01
honda hr-v;4 cylinders|gas|automatic|4wd|wagon|custom;2018;2021-05-01
honda pilot;6 cylinders|gas|automatic|4wd|SUV|white;2018;2021-05-01
mercedes-benz benz;good|6 cylinders|gas|automatic;2008;2021-05-01
nissan murano sv awd;good|6 cylinders|gas|automatic|4wd;2014;2021-05-01
mazda mazda3;4 cylinders|gas|automatic|fwd|sedan|custom;2015;2021-05-01
audi a7 prestige;excellent|6 cylinders|gas|automatic|4wd|hatchback|black;2012;2021-05-01
bmw 328i;excellent|4 cylinders|gas|automatic|rwd|sedan|white;2008;2021-05-01
dodge dakota;good|8 cylinders|gas|automatic|4wd|truck|grey;2005;2021-05-01
tesla model s;excellent|other|electric|automatic|sedan|black;2015;2021-05-01
toyota corolla;4 cylinders|gas|automatic|fwd|sedan|custom;2003;2021-05-01
nissan pathfinder;6 cylinders|gas|automatic|4wd|SUV|grey;2010;2021-05-01
honda civic;4 cylinders|gas|automatic|fwd|sedan|custom;2010;2021-05-01
toyota corolla;like new|4 cylinders|gas|automatic|fwd|sedan|black;2017;2021-05-01
toyota corolla;gas|automatic;2010;2021-05-01
ford taurus;excellent|gas|automatic|sedan|white;2010;2021-05-01
dodge dakota slt;good|6 cylinders|gas|automatic|pickup|black;2002;2021-05-01
dodge grand caravan;excellent|6 cylinders|gas|automatic|fwd|mini-van|blue;2010;2021-04-30
bmw 328i;fair|gas|automatic|sedan|grey;2011;2021-04-30
toyota 4runner;excellent|6 cylinders|gas|automatic|4wd|SUV|black;2008;2021-04-30
honda cr-v;excellent|4 cylinders|gas|automatic|4wd|SUV|silver;2009;2021-04-30
volkswagen jetta;good|4 cylinders|diesel|automatic|4wd|sedan|red;2009;2021-04-30
ford f350 diesel dually;excellent|8 cylinders|diesel|automatic|rwd|pickup|blue;1995;2021-04-30
ford escape;excellent|4 cylinders|gas|automatic|SUV|white;2011;2021-04-30
toyota sienna;excellent|6 cylinders|gas|automatic|fwd|mini-van;2010;2021-04-30
gmc yukon xl;good|8 cylinders|gas|automatic|4wd|SUV|grey;2001;2021-04-30
ford f350 4x4;good|8 cylinders|gas|automatic|4wd|truck|green;1996;2021-04-30
honda accord;excellent|4 cylinders|gas|automatic|grey;2005;2021-04-30
ford f250 4x4;good|8 cylinders|gas|automatic|4wd|truck|white;1996;2021-04-30
subaru tribeca;diesel|automatic;2009;2021-04-30
ford club wagon;excellent|8 cylinders|gas|automatic|fwd|van|brown;1994;2021-04-30
toyota sequoia limited 4wd;excellent|8 cylinders|gas|automatic|4wd|SUV|black;2003;2021-04-30
chevrolet suburban 2500;fair|8 cylinders|gas|automatic|4wd;2001;2021-04-30
ford focus;other|automatic|hatchback;2012;2021-04-30
nissan altima;gas|automatic|fwd|sedan;2013;2021-04-30
ford f-150;excellent|gas|automatic|pickup|blue;2006;2021-04-30
bmw 335i;good|6 cylinders|gas|automatic|rwd|sedan|black;2008;2021-04-30
jaguar xj;gas|automatic|other|blue;2017;2021-04-30
lexus rx300;excellent|gas|automatic|black;2002;2021-04-30
ford f150 supercrew cab xlt;excellent|8 cylinders|gas|automatic|4wd|truck|grey;2010;2021-04-30
dodge journey fwdsxt;excellent|6 cylinders|gas|automatic|SUV;2009;2021-04-30
nissan altima sdn v6 auto 3.5;excellent|6 cylinders|gas|automatic|sedan;2006;2021-04-30
subaru legacy sedan (natl) 2.;excellent|4 cylinders|gas|automatic|4wd|sedan;2005;2021-04-30
gmc envoy 4wd sle;excellent|6 cylinders|gas|automatic|4wd|SUV;2004;2021-04-30
pontiac grand am sdn se;excellent|6 cylinders|gas|automatic|sedan;2005;2021-04-30
jeep grand cherokee limited;excellent|8 cylinders|gas|automatic|4wd|SUV;2001;2021-04-30
mini cooper hardtop 2dr cpe;excellent|4 cylinders|gas|manual|hatchback;2005;2021-04-30
honda odyssey ex at;excellent|6 cylinders|gas|automatic|van;2005;2021-04-30
gmc acadia fwdsle1;excellent|6 cylinders|gas|automatic|SUV;2008;2021-04-30
chevrolet equinox awdlt;excellent|6 cylinders|gas|automatic|4wd|SUV;2007;2021-04-30
gmc acadia awdsle1;excellent|6 cylinders|gas|automatic|4wd|SUV;2008;2021-04-30
mazda protege sdn lx auto;excellent|4 cylinders|gas|automatic|sedan;2001;2021-04-30
chevrolet cobalt 2dr cpe lt;excellent|4 cylinders|gas|automatic|coupe;2008;2021-04-30
subaru forester l auto;excellent|4 cylinders|gas|automatic|4wd|SUV;2001;2021-04-30
kia sorento lx auto;excellent|6 cylinders|gas|manual|4wd|SUV;2006;2021-04-30
mazda 626 sdn lx 4-cyl auto;excellent|4 cylinders|gas|manual|sedan;2002;2021-04-30
honda civic sdn dx manual;excellent|4 cylinders|gas|manual|sedan;2001;2021-04-30
audi a4 2dr cabriolet 1.8t cvt;excellent|4 cylinders|gas|automatic|convertible;2006;2021-04-30
bmw 3 series sdn 328i rwd;excellent|6 cylinders|gas|automatic|sedan;2009;2021-04-30
chevrolet avalanche 1500crew;excellent|8 cylinders|gas|automatic|4wd|wagon;2004;2021-04-30
lincoln mkz sdn awd;excellent|6 cylinders|gas|automatic|4wd|sedan;2009;2021-04-30
hyundai sonata sdn 2.4l auto;excellent|4 cylinders|gas|automatic|sedan;2011;2021-04-30
lincoln mks sdn awd;excellent|6 cylinders|gas|automatic|4wd|other;2009;2021-04-30
honda cr-v ex sport utility 4d;excellent|4 cylinders|gas|automatic|4wd|SUV;2000;2021-04-30
subaru forester (natl) auto x;excellent|4 cylinders|gas|automatic|4wd|SUV;2009;2021-04-30
toyota rav4;excellent|4 cylinders|gas|automatic|4wd;1999;2021-04-30
volkswagen routan se minivan;excellent|6 cylinders|gas|automatic|van;2010;2021-04-30
toyota matrix;excellent|4 cylinders|gas|manual|red;2010;2021-04-30
ford fusion se;good|4 cylinders|gas|automatic|fwd|sedan|white;2006;2021-04-30
jeep grand cherokee limited;good|6 cylinders|gas|automatic|4wd|SUV|black;2002;2021-04-30
chevrolet equinox;gas|automatic|SUV;2020;2021-04-30
honda civic;gas|manual|coupe|red;2019;2021-04-30
nissan frontier sl crew cab;excellent|6 cylinders|gas|automatic|4wd|truck|black;2012;2021-04-30
ford flex sel;excellent|6 cylinders|gas|automatic|fwd|SUV|black;2010;2021-04-30
bmw z3;excellent|6 cylinders|gas|automatic|rwd;2000;2021-04-30
ford f-250 crew cab king ranch 4x4;8 cylinders|diesel|automatic|4wd|pickup|brown;2017;2021-04-30
ram 2500 crew cab slt 4x4;6 cylinders|diesel|automatic|4wd|pickup|green;2016;2021-04-30
jeep grand cherokee;other|automatic|4wd|SUV|white;2011;2021-04-30
jeep grand cherokee;other|automatic|4wd|SUV|white;2011;2021-04-30
chevrolet camaro;gas|automatic|coupe|black;2015;2021-04-30
lexus gs460;good|8 cylinders|gas|automatic|rwd|sedan|black;2008;2021-04-30
mercedes-benz benz c300;good|6 cylinders|gas|automatic|4wd|sedan|white;2009;2021-04-30
chrysler 300;gas|automatic|rwd|sedan;2013;2021-04-30
chevrolet impala lt;good|6 cylinders|gas|automatic|fwd|SUV|silver;2011;2021-04-30
nissan pathfinder sv;good|6 cylinders|gas|automatic|4wd|SUV|silver;2013;2021-04-30
honda odyssey;excellent|6 cylinders|gas|automatic|fwd|mini-van|white;2011;2021-04-30
ford f-350 crew cab lariat 4x4;8 cylinders|diesel|automatic|4wd|pickup|silver;2015;2021-04-30
ford f-350 crew cab lariat 4x4;8 cylinders|diesel|automatic|4wd|pickup|silver;2015;2021-04-30
bmw x5;gas|automatic|SUV;2014;2021-04-30
mazda 6;gas|automatic;2003;2021-04-30
bmw 535i xdrive;good|6 cylinders|gas|automatic|4wd|sedan;2013;2021-04-30
honda civic lx;good|gas|automatic|silver;2009;2021-04-30
bmw 3 series;good|6 cylinders|gas|automatic|rwd|convertible|black;2010;2021-04-30
chevrolet express 3500;8 cylinders|gas|automatic|rwd|white;2011;2021-04-30
kia sorento;gas|automatic|4wd|wagon|white;2017;2021-04-30
ford e250 cargo van;8 cylinders|gas|automatic|rwd|white;2006;2021-04-30
ford crown victoria police;excellent|8 cylinders|gas|automatic|rwd|sedan;2007;2021-04-30
harley-davidson davidson sportster 1200 c;gas|manual|other|black;2015;2021-04-30
toyota tacoma 4x4;like new|4 cylinders|gas|manual|4wd|pickup;2000;2021-04-30
acura tl;gas|automatic;2004;2021-04-30
honda civic;good|4 cylinders|gas|automatic|fwd|sedan|red;2010;2021-04-30
acura ilx tech;like new|4 cylinders|gas|automatic|fwd|sedan|grey;2016;2021-04-30
ford f350 super duty;excellent|diesel|automatic|4wd;2016;2021-04-30
ford focus;other|automatic|hatchback;2012;2021-04-30
honda civic;gas|manual|coupe|red;2019;2021-04-30
honda civic;gas|automatic|fwd|sedan|white;2018;2021-04-30
mercedes-benz c-class;excellent|6 cylinders|gas|automatic|4wd|sedan|white;2010;2021-04-30
toyota rav4 limited;good|gas|automatic|4wd|SUV|black;2008;2021-04-30
toyota 4-runner;gas|automatic|4wd|wagon|black;2017;2021-04-30
dodge durango;gas|automatic|other|silver;2012;2021-04-30
volvo xc60;excellent|6 cylinders|gas|automatic|4wd|SUV|white;2010;2021-04-30
chevrolet suburban;excellent|8 cylinders|gas|automatic|4wd|SUV|brown;2003;2021-04-30
ford f-150 4x4;good|8 cylinders|gas|automatic|4wd|pickup|white;2009;2021-04-30
toyota tacoma;gas|automatic|4wd|pickup;2012;2021-04-30
toyota tacoma;gas|automatic|4wd|pickup;2012;2021-04-30
jeep grand cherokee;other|automatic|4wd|SUV|red;2014;2021-04-30
chrysler 300;gas|automatic|sedan;2014;2021-04-30
ford e-250 cargo van;good|8 cylinders|gas|automatic|rwd|van|white;2011;2021-04-30
ford explorer police interceptor;excellent|6 cylinders|gas|automatic|4wd|SUV|black;2014;2021-04-30
ford explorer xlt 4x4;fair|6 cylinders|gas|automatic|4wd|SUV|white;2008;2021-04-30
pontiac g6;gas|automatic;2010;2021-04-30
saturn vue;gas|automatic;2008;2021-04-30
honda civic;gas|manual|coupe|blue;2013;2021-04-30
dodge grand caravan;gas|automatic|fwd|mini-van|black;2012;2021-04-30
toyota corolla;excellent|4 cylinders|gas|automatic|sedan|brown;2007;2021-04-30
dodge grand caravan;gas|automatic|fwd|mini-van|black;2012;2021-04-30
infiniti qx56;gas|automatic;2006;2021-04-30
mercedes-benz benz ml350;gas|automatic;2007;2021-04-30
nissan rogue;good|4 cylinders|gas|automatic|4wd|SUV|black;2010;2021-04-30
chevrolet traverse;gas|automatic|SUV;2013;2021-04-30
honda fit;good|4 cylinders|gas|manual|fwd|hatchback|blue;2008;2021-04-30
ford taurus;gas|automatic;2006;2021-04-30
ford mustang;gas|automatic|coupe|black;2016;2021-04-30
toyota sienna;gas|automatic|fwd|wagon|white;2017;2021-04-30
honda cr-z;hybrid|automatic|hatchback;2013;2021-04-30
ford crown victoria police inter;good|8 cylinders|gas|automatic|rwd|sedan|white;2010;2021-04-30
ford crown victoria police inter;good|8 cylinders|gas|automatic|rwd|sedan|white;2007;2021-04-30
rover sport;gas|automatic|SUV|white;2012;2021-04-30
gmc acadia;gas|automatic|SUV|silver;2014;2021-04-30
hyundai elantra;fair|4 cylinders|gas|automatic|fwd|sedan|brown;2013;2021-04-30
chevrolet suburban;other|automatic|4wd|SUV|white;2013;2021-04-30
lincoln continental;gas|automatic|other|black;2017;2021-04-30
chevrolet uplander cargo van;excellent|6 cylinders|gas|automatic|fwd|van|white;2006;2021-04-30
cadillac escalade;good|8 cylinders|gas|automatic|4wd|SUV|white;2010;2021-04-30
mercedes-benz benz s430;good|8 cylinders|gas|automatic|sedan|white;2000;2021-04-30
nissan sentra;good|4 cylinders|gas|automatic|fwd|sedan|red;2002;2021-04-30
toyota camry;gas|automatic;1997;2021-04-30
chrysler 300;gas|automatic|rwd|sedan;2013;2021-04-30
chevrolet camaro;gas|automatic|other;2015;2021-04-30
chevrolet tahoe police;good|8 cylinders|gas|automatic|rwd|SUV|silver;2011;2021-04-30
chevrolet sonic lt;good|4 cylinders|gas|automatic|fwd|hatchback|red;2015;2021-04-30
chevrolet malibu lt;good|4 cylinders|gas|automatic|fwd|sedan|black;2016;2021-04-30
chevrolet malibu ls;excellent|4 cylinders|gas|automatic|fwd|sedan|blue;2015;2021-04-30
bmw 535i;gas|automatic|sedan|black;2014;2021-04-30
chevrolet impala limited police;good|6 cylinders|gas|automatic|fwd|sedan|silver;2014;2021-04-30
infiniti g35;gas|automatic|4wd|sedan;2008;2021-04-30
chevrolet impala police;good|6 cylinders|gas|automatic|fwd|sedan|white;2012;2021-04-30
chevrolet impala police;good|6 cylinders|gas|automatic|fwd|sedan|black;2012;2021-04-30
chevrolet cruze ls;good|4 cylinders|gas|automatic|fwd|sedan|black;2015;2021-04-30
chevrolet caprice;excellent|8 cylinders|gas|automatic|rwd|sedan|black;2012;2021-04-30
bmw 328i xdrive awd;excellent|4 cylinders|gas|automatic|4wd|sedan|blue;2015;2021-04-30
rover lr4;8 cylinders|gas|automatic|4wd|SUV|black;2013;2021-04-30
kia forte 5 sxt gdi turbo;excellent|4 cylinders|gas|manual|fwd|hatchback|white;2015;2021-04-30
honda pilot exl 4wd;excellent|6 cylinders|gas|automatic|4wd|SUV|silver;2015;2021-04-30
nissan altima;good|gas|automatic|black;2005;2021-04-30
ford transit;gas|automatic|van|white;2015;2021-04-30
chevrolet camaro;gas|automatic|other;2015;2021-04-30
nissan 2017 altima sl;like new|4 cylinders|gas|automatic|fwd|sedan|black;2017;2021-04-30
nissan sentra;gas|automatic;2004;2021-04-30
bmw 5 series;gas|automatic|other;2008;2021-04-30
infiniti g35;gas|automatic|4wd|sedan;2007;2021-04-30
infiniti g35;gas|automatic|4wd|sedan;2007;2021-04-30
honda pilot;gas|automatic;2004;2021-04-30
bmw x5;excellent|6 cylinders|gas|automatic|4wd|SUV|grey;2009;2021-04-30
chevrolet colorado;excellent|gas|automatic|4wd|pickup|grey;2012;2021-04-30
honda accord ex;excellent|4 cylinders|gas|automatic|fwd|sedan|black;2013;2021-04-30
toyota sienna;excellent|6 cylinders|gas|automatic|rwd|van|red;2017;2021-04-30
honda accord lx;good|4 cylinders|gas|automatic|fwd|sedan|silver;2007;2021-04-30
honda accord lx;excellent|4 cylinders|gas|automatic|fwd|sedan|red;2017;2021-04-30
honda civic;good|4 cylinders|gas|automatic|fwd|coupe|custom;2002;2021-04-30
ford focus sel;excellent|4 cylinders|gas|automatic|fwd|sedan|black;2013;2021-04-30
kia soul;4 cylinders|gas|automatic|fwd|wagon|green;2013;2021-04-30
lexus rx;gas|automatic|4wd|wagon;2015;2021-04-30
mercedes-benz c class c 300 sport 4matic;6 cylinders|gas|automatic|4wd|sedan|silver;2014;2021-04-30
hyundai azera limited;6 cylinders|gas|automatic|fwd|sedan|white;2014;2021-04-30
ford transit connect;gas|automatic|van|white;2017;2021-04-30
mercedes-benz s-class;gas|automatic|sedan|white;2008;2021-04-30
bmw 535i;gas|automatic|sedan|white;2011;2021-04-30
ford transit connect;gas|automatic|van|white;2017;2021-04-30
toyota tacoma;gas|automatic|other|silver;2015;2021-04-30
chevrolet high top conversion van g1500 cash only;8 cylinders|gas|automatic|rwd|van|black;1996;2021-04-30
ford taurus;gas|automatic;2003;2021-04-30
infiniti q70;gas|automatic|4wd|sedan;2014;2021-04-30
honda cr-v;gas|automatic|4wd|SUV|blue;2006;2021-04-30
bmw x5;electric|automatic|4wd|SUV;2018;2021-04-30
kia sorento;excellent|4 cylinders|gas|automatic|fwd|red;2011;2021-04-30
toyota camry;gas|automatic|other|silver;2014;2021-04-30
lexus rx;gas|automatic|4wd|wagon|black;2010;2021-04-30
honda cr-v ex 4wd;good|4 cylinders|gas|automatic|4wd|SUV|silver;2005;2021-04-30
rover lr2;gas|automatic;2008;2021-04-30
dodge grand caravan;gas|automatic|fwd|mini-van|white;2011;2021-04-30
bmw 325ci;fair|6 cylinders|gas|automatic|rwd|convertible|red;2003;2021-04-30
mercedes-benz e-class;gas|automatic|sedan|black;2002;2021-04-30
chevrolet malibu;gas|automatic|fwd|sedan|blue;2018;2021-04-30
mercedes-benz c-class;gas|automatic|sedan|black;2006;2021-04-30
honda accord;gas|automatic|sedan;2009;2021-04-30
ford f-150;gas|automatic|fwd|pickup|black;2003;2021-04-30
mercedes-benz s-class;gas|automatic|other|silver;2003;2021-04-30
honda odyssey;gas|automatic|mini-van|blue;2004;2021-04-30
mercedes-benz e-class;gas|automatic|sedan|green;2007;2021-04-30
nissan altima;gas|automatic|fwd|sedan|blue;2011;2021-04-30
audi a4 allroad;gas|automatic|SUV|black;2017;2021-04-30
bmw x5;gas|automatic|SUV|white;2011;2021-04-30
gmc acadia;gas|automatic|SUV|silver;2011;2021-04-30
ford e-350;diesel|other|white;2004;2021-04-30
ford f-350;diesel|automatic|4wd|pickup;2004;2021-04-30
ford f-550;diesel|fwd|other|white;2008;2021-04-30
ford f-250;other|automatic|4wd|pickup|white;2011;2021-04-30
honda odyssey;like new|6 cylinders|gas|automatic|sedan|silver;2008;2021-04-30
honda accord;other|automatic|sedan|brown;2017;2021-04-30
gmc acadia;gas|automatic|SUV|silver;2014;2021-04-30
chevrolet malibu;gas|automatic|fwd|sedan|blue;2018;2021-04-30
ferrari 458 speciale;gas|automatic|coupe;2015;2021-04-30
ford f-150;gas|automatic|4wd|pickup|brown;2008;2021-04-30
ford f-150;gas|automatic|4wd|pickup|black;2006;2021-04-30
mercedes-benz e-class;diesel|automatic|sedan|black;2008;2021-04-30
ford f-150;gas|automatic|4wd|pickup|black;2006;2021-04-30
infiniti q70;gas|automatic|4wd|sedan;2014;2021-04-30
toyota venza;gas|automatic|fwd|wagon;2010;2021-04-30
toyota tacoma;gas|automatic|fwd|pickup|silver;2013;2021-04-30
mitsubishi mirage;excellent|3 cylinders|gas|automatic|fwd|hatchback|silver;2015;2021-04-30
dodge charger;gas|automatic|rwd|sedan;2019;2021-04-30
rover sport;gas|automatic|SUV|white;2012;2021-04-30
hyundai sonata;gas|automatic|other;2013;2021-04-30
mercedes-benz e-class;gas|automatic|sedan|blue;2017;2021-04-30
nissan altima;gas|automatic|fwd|sedan;2018;2021-04-30
cadillac escalade;gas|automatic|4wd|SUV|black;2007;2021-04-30
lexus es;gas|automatic|fwd|sedan|brown;2015;2021-04-30
ford e-250;other|automatic|fwd|van|white;2012;2021-04-30
gmc yukon;excellent|8 cylinders|gas|automatic|fwd|SUV|black;2011;2021-04-30
bmw 750li;gas|automatic|sedan|black;2007;2021-04-30
toyota camry;gas|automatic|fwd|sedan;2020;2021-04-30
buick park avenue ultra;fair|6 cylinders|gas|automatic|fwd|sedan|silver;2003;2021-04-30
honda civic;gas|automatic|other;2006;2021-04-30
ford e350 box truck;good|8 cylinders|gas|automatic|rwd|truck|white;2006;2021-04-30
bmw 750li / alpina b7;gas|automatic|sedan|blue;2013;2021-04-30
toyota sienna;gas|automatic|fwd|wagon|silver;2009;2021-04-30
bmw m5;gas|manual|sedan|silver;2006;2021-04-30
audi a4;gas|automatic|other|blue;2015;2021-04-30
audi a4;gas|automatic|other|blue;2015;2021-04-30
audi a4;gas|automatic|other|blue;2015;2021-04-30
hyundai tucson;gas|automatic|fwd|SUV|blue;2006;2021-04-30
hyundai tucson;gas|automatic|fwd|SUV|blue;2006;2021-04-30
hyundai tucson;gas|automatic|fwd|SUV|blue;2006;2021-04-30
honda civic;gas|automatic|other;2006;2021-04-30
bmw x5;gas|automatic|SUV|white;2016;2021-04-30
chevrolet silverado;gas|automatic|rwd|other|white;2015;2021-04-30
rover sport;gas|automatic|SUV|white;2014;2021-04-30
rover sport;gas|automatic|SUV|white;2014;2021-04-30
dodge challenger;gas|automatic|rwd|coupe|white;2012;2021-04-30
dodge challenger;gas|automatic|rwd|coupe|white;2012;2021-04-30
bmw 330i;gas|automatic|sedan|black;2018;2021-04-30
ford explorer;gas|automatic|fwd|SUV|red;2010;2021-04-30
chevrolet cruze;gas|manual|sedan|black;2015;2021-04-30
chevrolet malibu;gas|automatic|sedan|silver;2017;2021-04-30
