nome;caracteristicas;ano;data_registro
saturn ion 2;good|4 cylinders|gas|automatic|fwd|sedan|silver;2007;2021-05-01
mercedes-benz m-class;4 cylinders|diesel|automatic|4wd|SUV|blue;2015;2021-05-01
infiniti g37x;excellent|6 cylinders|gas|automatic|4wd|sedan|black;2009;2021-05-01
toyota corolla;good|4 cylinders|gas|automatic|4wd|sedan|silver;2001;2021-05-01
dodge dakota slt;gas|automatic;1998;2021-05-01
ford f350 diesels powerstroke;excellent|8 cylinders|diesel|automatic|4wd|truck|black;2004;2021-05-01
volkswagen passat gls;like new|4 cylinders|gas|automatic|fwd|wagon|green;2005;2021-05-01
subaru outback wagon;good|6 cylinders|gas|automatic|4wd|SUV|black;2008;2021-05-01
cadillac ats;other|automatic|rwd|sedan|black;2013;2021-05-01
nissan versa;excellent|gas|automatic|silver;2011;2021-05-01
nissan maxima;gas|automatic|fwd|sedan;2012;2021-05-01
mercedes-benz m-class;6 cylinders|gas|automatic|rwd|SUV|white;2013;2021-05-01
chrysler pt cruiser;good|4 cylinders|gas|automatic|fwd|convertible|silver;2006;2021-05-01
honda civic;good|4 cylinders|gas|manual|fwd|sedan|silver;1996;2021-05-01
ford f-150;gas|automatic|4wd|pickup|black;2018;2021-05-01
nissan quest;excellent|6 cylinders|gas|automatic|fwd|van|black;2007;2021-05-01
chrysler town and country;good|6 cylinders|gas|automatic|mini-van|blue;2008;2021-05-01
chevrolet tahoe police;good|8 cylinders|gas|other|rwd|SUV|black;2014;2021-05-01
ford excursion xlt;good|diesel|automatic|4wd;2002;2021-05-01
audi a4 quattro;excellent|4 cylinders|gas|manual|4wd|sedan|grey;2012;2021-05-01
nissan murano;gas|automatic|4wd|wagon|silver;2015;2021-05-01
jeep renegade limited;like new|4 cylinders|gas|automatic|fwd|SUV|green;2015;2021-05-01
kia sportage ex;good|6 cylinders|gas|automatic|fwd|SUV|silver;2011;2021-05-01
ford f-150;like new|6 cylinders|gas|automatic|4wd|truck|black;2018;2021-05-01
chevrolet express 1500;6 cylinders|gas|automatic|rwd|blue;2012;2021-05-01
bmw 330ci;excellent|6 cylinders|gas|manual|rwd|coupe|silver;2001;2021-05-01
ford e-series e-250;8 cylinders|gas|automatic|rwd|white;2013;2021-05-01
jeep grand cherokee;gas|automatic|4wd|SUV;2018;2021-05-01
jeep wrangler unlimited sport;excellent|6 cylinders|gas|manual|4wd|yellow;2011;2021-05-01
mercedes-benz benz clk 350;excellent|6 cylinders|gas|automatic|rwd|coupe|silver;2008;2021-05-01
acura mdx;like new|6 cylinders|gas|automatic|4wd|SUV|grey;2016;2021-05-01
jeep grand cherokee;gas|automatic|4wd|SUV;2018;2021-05-01
nissan quest;gas|automatic|fwd|van|silver;2016;2021-05-01
ford transit connect;gas|automatic|van|white;2017;2021-05-01
mercedes-benz cla250 4matic awd;like new|4 cylinders|gas|automatic|4wd|sedan|black;2014;2021-05-01
ford taurus sel;good|6 cylinders|gas|automatic|fwd|sedan|silver;2015;2021-05-01
toyota camry xle sedan 4d;good|4 cylinders|gas|automatic|fwd|sedan|silver;2010;2021-05-01
honda accord ex-l;excellent|4 cylinders|gas|automatic|fwd|sedan|red;2011;2021-05-01
ford transit;gas|automatic|van|white;2015;2021-05-01
bmw x5;excellent|6 cylinders|gas|automatic|4wd|SUV|black;2014;2021-05-01
audi rs5;like new|8 cylinders|gas|automatic|red;2013;2021-05-01
jeep grand cherokee limited 4wd;good|8 cylinders|gas|automatic|4wd|SUV|white;2012;2021-05-01
chevrolet suburban lt 4x4;8 cylinders|gas|automatic|SUV|white;2004;2021-05-01
toyota corolla;excellent|4 cylinders|gas|automatic|fwd|sedan|silver;2000;2021-05-01
honda odyssey;fair|6 cylinders|gas|automatic|fwd|mini-van|red;2005;2021-05-01
ford focus ses 5dhb;excellent|4 cylinders|gas|automatic|red;2007;2021-05-01
toyota camry;excellent|4 cylinders|gas|automatic|fwd|sedan|grey;2011;2021-05-01
ford crown victoria interceptor;like new|8 cylinders|gas|automatic|rwd;2009;2021-05-01
ford fusion;excellent|6 cylinders|gas|automatic|fwd|black;2012;2021-05-01
honda accord;good|6 cylinders|gas|automatic|fwd|green;2004;2021-05-01
bmw 430i;gas|automatic|convertible|blue;2018;2021-05-01
toyota sienna;gas|automatic|fwd|wagon|green;2008;2021-05-01
toyota camry;good|4 cylinders|gas|automatic|fwd|sedan|grey;2016;2021-05-01
volkswagen jetta;gas|automatic|fwd|sedan|black;2017;2021-05-01
gmc sierra;good|8 cylinders|gas|automatic|4wd|pickup|green;2007;2021-05-01
hyundai sonata;good|4 cylinders|gas|automatic|fwd|sedan|black;2013;2021-05-01
acura tsx;good|4 cylinders|gas|automatic|fwd|sedan|grey;2010;2021-05-01
ford mustang;excellent|6 cylinders|gas|automatic|coupe|black;2008;2021-05-01
lexus rx;gas|automatic|4wd|wagon;2015;2021-05-01
nissan armada;gas|automatic|other;2006;2021-05-01
ford escape;good|4 cylinders|gas|automatic|fwd|SUV|grey;2013;2021-05-01
dodge charger;gas|automatic|rwd|sedan|silver;2008;2021-05-01
nissan maxima;gas|automatic|fwd|sedan;2012;2021-05-01
hyundai accent;excellent|4 cylinders|gas|automatic|fwd|sedan|grey;2017;2021-05-01
nissan altima;good|4 cylinders|gas|manual|fwd|sedan|silver;2013;2021-05-01
honda civic;excellent|4 cylinders|gas|automatic|fwd|sedan|black;2011;2021-05-01
audi q5 3.2 quattro premium;excellent|6 cylinders|gas|automatic|4wd|SUV|grey;2011;2021-05-01
nissan altima 2.5 4dr sedan;excellent|4 cylinders|gas|automatic|4wd|sedan|grey;2017;2021-05-01
pontiac gto;gas|automatic|coupe|red;2006;2021-05-01
toyota avalon;gas|automatic|fwd|sedan;2008;2021-05-01
ram promaster 1500;gas|automatic|fwd|van|white;2017;2021-05-01
toyota camry;gas|automatic|fwd|sedan|blue;2016;2021-05-01
bmw x5;excellent|6 cylinders|gas|automatic|4wd|SUV|silver;2007;2021-05-01
subaru forester;good|4 cylinders|gas|automatic|4wd|SUV|custom;2003;2021-05-01
nissan quest 3.5 s;good|6 cylinders|gas|automatic|fwd|mini-van|red;2007;2021-05-01
nissan altima;gas|automatic|fwd|sedan|red;2015;2021-05-01
nissan pathfinder;6 cylinders|gas|automatic|4wd|SUV;2011;2021-05-01
lexus ls 430;good|8 cylinders|gas|automatic|rwd|sedan|black;2002;2021-05-01
nissan altima;gas|automatic|fwd|sedan;2010;2021-05-01
volvo v50;gas|automatic|fwd|wagon|black;2009;2021-05-01
ford ecosport;diesel|automatic|fwd|SUV|red;2018;2021-05-01
honda pilot;gas|automatic|4wd|SUV|black;2011;2021-05-01
toyota sienna le;excellent|6 cylinders|gas|automatic;2006;2021-05-01
volvo xc 70;good|6 cylinders|gas|automatic|4wd|SUV|grey;2008;2021-05-01
honda pilot;gas|automatic|4wd|SUV|black;2011;2021-05-01
fiat 500;gas|automatic|fwd|hatchback|red;2013;2021-05-01
audi a3;gas|automatic|convertible|blue;2018;2021-05-01
nissan altima;like new|4 cylinders|gas|automatic|fwd|sedan|silver;2017;2021-05-01
cadillac srx-v6 luxury collection;6 cylinders|gas|automatic|fwd|SUV|blue;2010;2021-05-01
ford e 250;good|8 cylinders|gas|automatic|rwd|white;2011;2021-05-01
pontiac gto;gas|automatic|coupe|red;2006;2021-05-01
mazda 3;good|gas|automatic|black;2006;2021-05-01
toyota camry;gas|automatic|fwd|sedan|red;2018;2021-05-01
toyota corolla;gas|automatic|fwd|sedan|silver;2007;2021-05-01
nissan altima;like new|4 cylinders|gas|automatic|sedan|blue;2008;2021-05-01
mercedes-benz benz c300 4matic;excellent|6 cylinders|gas|automatic|sedan|grey;2008;2021-05-01
chrysler 200;gas|automatic|fwd|convertible|silver;2011;2021-05-01
nissan sentra xe;salvage|gas|manual|fwd|sedan|grey;2001;2021-05-01
chevrolet express;good|8 cylinders|gas|automatic|rwd|van|white;2013;2021-05-01
subaru wrx;gas|manual|sedan|white;2016;2021-05-01
nissan maxima;gas|automatic|fwd|sedan|black;2012;2021-05-01
mercedes-benz e-class;gas|automatic|convertible|blue;2012;2021-05-01
rover sport;gas|automatic|SUV|black;2015;2021-05-01
jeep wrangler;other|automatic|4wd|SUV|black;2012;2021-05-01
nissan sentra;diesel|automatic;2014;2021-05-01
mercedes-benz e-class;gas|automatic|sedan|silver;2010;2021-05-01
jeep compass;good|4 cylinders|gas|automatic|4wd|SUV|red;2010;2021-05-01
toyota 4runner sr5;excellent|6 cylinders|gas|automatic|4wd|SUV|grey;2001;2021-05-01
ford focus;good|4 cylinders|gas|manual|fwd|hatchback|red;2005;2021-05-01
honda accord;gas|automatic|fwd|sedan;2017;2021-05-01
ram 1500;excellent|6 cylinders|gas|automatic|4wd|truck|black;2004;2021-05-01
ford focus s;excellent|4 cylinders|gas|manual|fwd|sedan|white;2016;2021-05-01
volkswagen jetta;good|4 cylinders|gas|automatic|fwd|sedan|black;2014;2021-05-01
nissan pathfinder;gas|automatic|4wd|wagon|black;2015;2021-05-01
volvo v50;gas|automatic|fwd|wagon|black;2009;2021-05-01
lexus is 250 awd;excellent|6 cylinders|gas|automatic|4wd|sedan|black;2014;2021-05-01
jeep patriot;gas|automatic|fwd|SUV|silver;2017;2021-05-01
mercedes-benz e-class;gas|automatic|convertible|blue;2012;2021-05-01
lexus rx;gas|automatic|4wd|wagon|white;2017;2021-05-01
jeep wrangler;excellent|6 cylinders|gas|automatic|4wd|SUV|red;2012;2021-05-01
jeep grand cherokee laredo;good|6 cylinders|gas|automatic|4wd|SUV|silver;2011;2021-05-01
ford escape;gas|automatic|4wd|SUV|red;2009;2021-05-01
fiat 500;gas|automatic|fwd|hatchback|red;2013;2021-05-01
honda civic;gas|automatic|sedan;2014;2021-05-01
honda civic;gas|automatic|sedan;2014;2021-05-01
chevrolet malibu;gas|automatic|sedan|black;2020;2021-05-01
honda pilot;gas|automatic|4wd|SUV|blue;2018;2021-05-01
kia rio;gas|automatic|sedan|silver;2019;2021-05-01
ford f-150;gas|automatic|fwd|pickup|white;2010;2021-05-01
volvo xc70;gas|automatic|other|silver;2015;2021-05-01
acura mdx;gas|automatic|4wd|other|brown;2018;2021-05-01
mercedes-benz sl-class sl500;8 cylinders|gas|automatic|rwd|convertible|black;1998;2021-05-01
bmw i3;other|automatic|other|black;2015;2021-05-01
chevrolet suburban 4wd 4dr ltz;8 cylinders|automatic|4wd|SUV|red;2015;2021-05-01
audi a5;other|automatic|convertible|black;2017;2021-05-01
jeep cherokee;gas|manual;1996;2021-05-01
nissan versa;gas|automatic|fwd|sedan|blue;2017;2021-05-01
mercedes-benz ml-class;gas|automatic|SUV|black;2013;2021-05-01
volkswagen beetle;gas|automatic|convertible|orange;2003;2021-05-01
mercedes-benz cls-class;gas|automatic|coupe|silver;2008;2021-05-01
nissan altima;gas|automatic|fwd|sedan;2017;2021-05-01
mazda cx-9;gas|automatic|4wd|other|black;2015;2021-05-01
nissan versa;gas|automatic|fwd|sedan|blue;2017;2021-05-01
ford fiesta;gas|automatic|sedan|silver;2019;2021-05-01
hyundai sonata;gas|automatic|sedan|red;2016;2021-05-01
mitsubishi mirage g4;gas|automatic|sedan|blue;2017;2021-05-01
gmc sierra;like new|6 cylinders|gas|automatic|4wd|truck|white;2008;2021-05-01
nissan altima;gas|automatic|fwd|sedan;2017;2021-05-01
bmw 320i;gas|automatic|sedan|black;2014;2021-05-01
honda accord;gas|automatic|sedan|white;2015;2021-05-01
hyundai santa fe;gas|automatic|fwd|wagon|orange;2014;2021-05-01
mercedes-benz e-class;gas|automatic|coupe|white;2018;2021-05-01
lincoln continental;gas|automatic|sedan|black;2017;2021-05-01
bmw 325ci;good|6 cylinders|gas|automatic|rwd|convertible|blue;2004;2021-05-01
jeep cherokee;gas|automatic|4wd|SUV;2018;2021-05-01
hyundai santa fe;gas|automatic|fwd|wagon;2015;2021-05-01
chevrolet camaro;8 cylinders|gas|manual|rwd|coupe|red;2014;2021-05-01
nissan quest;gas|automatic|fwd|van|silver;2016;2021-05-01
chevrolet cruze;gas|sedan;2012;2021-05-01
acura mdx;gas|automatic|SUV|black;2015;2021-05-01
nissan versa;gas|automatic|fwd|sedan|blue;2017;2021-05-01
toyota camry le 4dr sedan;excellent|4 cylinders|gas|automatic|sedan|green;2011;2021-05-01
toyota camry;gas|automatic;2009;2021-05-01
nissan pathfinder;gas|automatic|4wd|wagon|black;2015;2021-05-01
bmw 328i;gas|automatic|coupe|white;2013;2021-05-01
"ram 1500 4wd crew cab 149"" laramie";8 cylinders|automatic|4wd|pickup|white;2016;2021-05-01
chrysler 300;gas|automatic|sedan;2018;2021-05-01
honda cr-v;salvage|gas|automatic;2002;2021-05-01
volkswagen golf tdi;excellent|4 cylinders|diesel|automatic|fwd|hatchback|white;2011;2021-05-01
volkswagen passat;gas|automatic|sedan|white;2014;2021-05-01
mercedes-benz e-class;gas|automatic|coupe|silver;2018;2021-05-01
mercedes-benz e-class;diesel|automatic|sedan|black;2014;2021-05-01
chevrolet express 1500;good|6 cylinders|gas|automatic|rwd|truck|white;2005;2021-05-01
toyota tacoma;gas|automatic|fwd|pickup|white;2015;2021-05-01
chevrolet suburban 1500;good|8 cylinders|gas|automatic|4wd|SUV|green;2003;2021-05-01
hyundai sonata;good|4 cylinders|gas|automatic|fwd|sedan|silver;2013;2021-05-01
gmc acadia;gas|automatic|fwd|SUV;2017;2021-05-01
ford fusion;gas|automatic|other;2013;2021-05-01
dodge dakota;gas|automatic|fwd|pickup|silver;2005;2021-05-01
subaru legacy;gas|automatic|sedan|blue;2012;2021-05-01
chevrolet camaro;gas|automatic|coupe;2015;2021-05-01
lexus lx570;like new|8 cylinders|gas|automatic|4wd|SUV|white;2011;2021-05-01
bmw 328i;like new|6 cylinders|gas|manual|coupe|black;2008;2021-05-01
toyota sienna;gas|automatic|fwd|wagon;2016;2021-05-01
gmc yukon;gas|automatic|4wd|SUV|white;2015;2021-05-01
nissan altima;excellent|6 cylinders|gas|automatic|fwd|sedan|black;2005;2021-05-01
mini cooper convertible;gas|automatic|convertible|blue;2008;2021-05-01
mercedes-benz c-class;gas|automatic|sedan|black;2014;2021-05-01
chevrolet trailblazer;gas|automatic|4wd|SUV|white;2005;2021-05-01
tesla model s performance sedan;good|electric|other|rwd|sedan;2013;2021-05-01
ram 1500 crew cab laramie pickup;good|other|other|4wd|pickup|black;2015;2021-05-01
chevrolet silverado 1500 double;good|6 cylinders|gas|other|4wd|pickup;2016;2021-05-01
toyota tundra double cab sr;good|other|other|pickup|silver;2014;2021-05-01
ford ecosport se sport utility;good|gas|other|fwd|hatchback|red;2018;2021-05-01
honda civic type r touring;good|gas|other|fwd|sedan|red;2018;2021-05-01
chevrolet suburban 1500 ltz;good|8 cylinders|other|other|4wd|other|white;2014;2021-05-01
gmc canyon crew cab sle pickup;good|6 cylinders|gas|other|4wd|pickup|red;2016;2021-05-01
hyundai sonata plug-in hybrid;good|hybrid|manual|fwd|sedan|white;2017;2021-05-01
chevrolet colorado crew cab z71;good|other|other|4wd|pickup|blue;2016;2021-05-01
ford f-150 lariat;good|6 cylinders|gas|automatic|4wd|truck|black;2017;2021-05-01
honda civic lx;good|4 cylinders|gas|automatic|fwd|sedan|black;2015;2021-05-01
volkswagen golf 1.4t tsi;good|gas|other|fwd|sedan|black;2020;2021-05-01
toyota sequoia sr5 sport utility;good|other|other|4wd|other;2015;2021-05-01
chevrolet cruze limited 1lt;good|gas|other|fwd|sedan|white;2016;2021-05-01
ford ranger supercab xl pickup;good|gas|other|pickup;2020;2021-05-01
honda accord;gas|automatic|fwd|sedan|white;2017;2021-05-01
dodge charger;gas|automatic|rwd|sedan|red;2015;2021-05-01
mercedes-benz s-class;gas|automatic|sedan|black;2013;2021-05-01
bmw 328i xdrive;excellent|gas|automatic|sedan;2011;2021-05-01
dodge charger;gas|automatic|other;2013;2021-05-01
ford focus;other|automatic|hatchback|silver;2016;2021-05-01
ford focus;other|automatic|hatchback|silver;2016;2021-05-01
rover sport;gas|automatic|SUV|black;2015;2021-05-01
lexus rx;gas|automatic|4wd|wagon|black;2017;2021-05-01
toyota corolla s;gas|automatic;2005;2021-05-01
gmc acadia fwd 4dr sle;6 cylinders|automatic|fwd|SUV|black;2012;2021-05-01
chevrolet silverado 2500hd;8 cylinders|gas|automatic|4wd|truck|black;2015;2021-05-01
lexus rx rx 350 awd;6 cylinders|automatic|SUV|grey;2017;2021-05-01
cadillac escalade awd 4dr luxury;8 cylinders|automatic|SUV|black;2012;2021-05-01
toyota camry;gas|automatic|fwd|sedan|white;2018;2021-05-01
volkswagen jetta;gas|automatic|sedan|white;2017;2021-05-01
honda civic;good|4 cylinders|gas|manual|4wd|wagon|blue;1987;2021-05-01
dodge charger;gas|automatic|rwd|sedan|red;2015;2021-05-01
volkswagen jetta;gas|automatic|sedan|white;2017;2021-05-01
toyota fj cruiser;gas|automatic|4wd|wagon;2014;2021-05-01
subaru impreza;gas|manual|sedan|black;2013;2021-05-01
mini cooper s paceman;gas|automatic|hatchback|black;2013;2021-05-01
dodge durango;gas|automatic|SUV|black;2017;2021-05-01
ford escape;gas|automatic|fwd|SUV|brown;2013;2021-05-01
ford excursion;gas|automatic|fwd|SUV;2001;2021-05-01
toyota sienna;gas|automatic|4wd|wagon|silver;2006;2021-05-01
buick century;excellent|6 cylinders|gas|automatic|fwd|sedan|white;2000;2021-05-01
chevrolet cruze;gas|sedan;2012;2021-05-01
chevrolet tahoe hybrid;gas|automatic|other|black;2008;2021-05-01
bmw 430i;gas|automatic|sedan|white;2018;2021-05-01
honda civic;good|4 cylinders|gas|automatic|fwd|sedan|silver;2013;2021-05-01
bmw 5 series;6 cylinders|gas|automatic|rwd|sedan|white;2015;2021-05-01
chevrolet silverado;gas|automatic|4wd|pickup|blue;2017;2021-05-01
acura mdx sport hybrid sh-awd;good|6 cylinders|hybrid|other|other|white;2017;2021-05-01
saturn sky roadster 2d;good|gas|other|rwd|other|red;2009;2021-05-01
infiniti qx70 3.7 sport utility;good|6 cylinders|hybrid|other|rwd|other|silver;2017;2021-05-01
kia sorento lx sport utility 4d;good|gas|automatic|fwd|other;2017;2021-05-01
kia telluride lx sport utility;good|other|other|other|black;2020;2021-05-01
buick lucerne cxl premium sedan;good|6 cylinders|other|other|fwd|sedan|white;2011;2021-05-01
kia forte koup ex coupe 2d;good|gas|other|fwd|coupe;2016;2021-05-01
cadillac xts standard sedan 4d;good|6 cylinders|gas|other|fwd|sedan|white;2016;2021-05-01
mercedes-benz gl-class gl 550;good|8 cylinders|gas|automatic|other|black;2013;2021-05-01
buick cascada premium;good|gas|other|fwd|other|silver;2016;2021-05-01
kia rio s hatchback 5d;good|gas|other|fwd|hatchback|blue;2020;2021-05-01
mercedes-benz m-class ml 350;good|6 cylinders|gas|other|other|brown;2013;2021-05-01
jeep liberty;good|gas|automatic|4wd|SUV|red;2008;2021-05-01
ford taurus;gas|automatic|fwd|sedan|white;2017;2021-05-01
mercedes-benz c-class;gas|automatic|sedan|black;2014;2021-05-01
honda odyssey;gas|automatic|mini-van;2015;2021-05-01
audi a3 sportback e-tron premium;good|hybrid|other|fwd|wagon|blue;2018;2021-05-01
ford ecosport se sport utility;good|gas|other|4wd|hatchback;2018;2021-05-01
volkswagen tiguan limited 2.0t;good|other|other|other;2017;2021-05-01
mercedes-benz slk 300 roadster;good|gas|other|rwd|other|red;2016;2021-05-01
volvo c70 t5 convertible 2d;good|other|other|fwd|other|blue;2012;2021-05-01
rover discovery se sport;good|other|other|4wd|other|black;2019;2021-05-01
honda civic si sedan 4d;good|diesel|other|fwd|sedan;2018;2021-05-01
mini roadster cooper s 2d;good|other|other|fwd|other|blue;2013;2021-05-01
gmc sierra 1500 extended cab slt;good|8 cylinders|gas|other|4wd|pickup;2013;2021-05-01
chevrolet silverado 1500 regular;good|8 cylinders|gas|automatic|pickup|silver;2020;2021-05-01
tesla model s sedan 4d;good|hybrid|other|rwd|sedan|red;2013;2021-05-01
mercedes-benz slk-class slk 250;good|gas|other|rwd|other;2012;2021-05-01
ford f150 super cab xlt pickup;good|6 cylinders|gas|other|4wd|pickup|black;2015;2021-05-01
chrysler 200 200c sedan 4d;good|other|other|fwd|sedan;2015;2021-05-01
hyundai sonata plug-in hybrid;good|gas|other|fwd|sedan|white;2017;2021-05-01
volkswagen arteon sel r-line;good|gas|other|fwd|sedan|white;2019;2021-05-01
buick verano premium group sedan;good|other|other|sedan|red;2016;2021-05-01
hyundai azera sedan 4d;good|other|other|fwd|sedan|black;2017;2021-05-01
nissan versa sl sedan 4d;good|other|other|fwd|sedan|red;2017;2021-05-01
chevrolet camaro lt convertible;good|6 cylinders|gas|other|rwd|other|red;2014;2021-05-01
volvo xc60 awd 4dr 3.0t w/moonroof;6 cylinders|automatic|SUV|blue;2010;2021-05-01
volkswagen gti hatchback sedan;good|other|other|fwd|sedan;2013;2021-05-01
chevrolet silverado 2500 hd;good|8 cylinders|other|other|4wd|pickup|black;2016;2021-05-01
chevrolet silverado 1500;good|other|other|4wd|pickup|black;2012;2021-05-01
bmw m3 convertible 2d;good|8 cylinders|gas|other|rwd|other|white;2011;2021-05-01
chevrolet colorado extended cab;good|6 cylinders|gas|other|4wd|pickup|red;2016;2021-05-01
rover sport 4wd 4dr hse;6 cylinders|automatic|4wd|SUV|blue;2014;2021-05-01
toyota 86 coupe 2d;good|gas|other|rwd|coupe|red;2017;2021-05-01
mercedes-benz cl-class cl 550;good|8 cylinders|gas|automatic|coupe|silver;2011;2021-05-01
bmw 1 series 135i convertible 2d;good|gas|other|rwd|other|black;2013;2021-05-01
ram 1500 classic regular cab;good|8 cylinders|gas|other|pickup|white;2019;2021-05-01
fiat 500 abarth hatchback 2d;good|gas|other|fwd|hatchback;2017;2021-05-01
mercedes-benz e-class e 300;good|gas|automatic|rwd|sedan|blue;2018;2021-05-01
lincoln continental premiere;good|6 cylinders|gas|other|fwd|sedan|white;2017;2021-05-01
lexus is 250 4dr sport sdn auto awd;6 cylinders|automatic|sedan|custom;2012;2021-05-01
honda odyssey;6 cylinders|gas|automatic|fwd|van;2004;2021-05-01
lincoln town car signature;good|other|other|rwd|sedan;2010;2021-05-01
bmw x6;gas|automatic|SUV|black;2011;2021-05-01
toyota avalon limited sedan 4d;good|6 cylinders|gas|other|fwd|sedan;2013;2021-05-01
ford c-max hybrid se wagon 4d;good|hybrid|other|fwd|wagon|blue;2018;2021-05-01
land rover defender 110;good|8 cylinders|gas|manual|4wd|truck|green;1986;2021-05-01
toyota tundra crewmax sr5 pickup;good|other|other|pickup|red;2014;2021-05-01
cadillac ats 2.0l turbo standard;good|gas|other|sedan|silver;2014;2021-05-01
bmw x2 xdrive28i sport utility;good|gas|other|other|white;2020;2021-05-01
fiat 500 pop hatchback 2d;good|gas|other|fwd|hatchback|white;2019;2021-05-01
dodge durango r/t sport utility;good|other|other|other|black;2014;2021-05-01
volkswagen beetle 1.8t se;good|other|other|fwd|hatchback|silver;2016;2021-05-01
toyota tacoma access cab trd;good|6 cylinders|gas|other|4wd|pickup;2017;2021-05-01
gmc sierra 1500 regular cab;good|6 cylinders|gas|other|pickup|brown;2014;2021-05-01
chrysler 300 touring sedan 4d;good|6 cylinders|gas|other|rwd|sedan|silver;2018;2021-05-01
audi allroad premium plus wagon;good|gas|automatic|wagon|blue;2014;2021-05-01
nissan frontier 4wd;6 cylinders|gas|automatic|pickup|grey;2005;2021-05-01
toyota scion tc;gas|automatic|fwd|hatchback;2012;2021-05-01
ford f-150;other|automatic|4wd|pickup|blue;2015;2021-05-01
ford f-150;other|automatic|4wd|pickup|red;2012;2021-05-01
subaru baja sport;4 cylinders|gas|manual|4wd|yellow;2003;2021-05-01
ford crown victoria;excellent|8 cylinders|gas|automatic;2006;2021-05-01
cadillac escalade;gas|automatic|SUV|black;2008;2021-05-01
toyota sienna;gas|automatic|fwd|wagon|silver;2006;2021-05-01
chevrolet lumina;excellent|6 cylinders|gas|automatic|fwd|sedan|blue;1997;2021-05-01
jeep cherokee sport xj;6 cylinders|gas|automatic|4wd|SUV|red;1998;2021-05-01
jeep wrangler;gas|automatic|4wd|SUV|green;2007;2021-05-01
dodge charger;gas|automatic|sedan|silver;2010;2021-05-01
honda odyssey;6 cylinders|gas|automatic|fwd|van|silver;2007;2021-05-01
ford mustang;gas|automatic|coupe|silver;2008;2021-05-01
mazda mazda3;gas|manual|hatchback|white;2012;2021-05-01
cadillac srx;gas|automatic|SUV;2009;2021-05-01
honda accord crosstour;gas|automatic|fwd|SUV|blue;2010;2021-05-01
ford escape;4 cylinders|gas|other|4wd|SUV|blue;2018;2021-05-01
toyota camry solara sle v6;good|6 cylinders|gas|automatic|fwd|coupe|red;2002;2021-05-01
jeep wrangler;fair|gas|manual;1994;2021-05-01
jeep liberty sport 4x4;gas|automatic|4wd|silver;2004;2021-05-01
chevrolet impala;good|6 cylinders|gas|automatic|fwd|sedan|white;2010;2021-05-01
chrysler town & country;6 cylinders|automatic|fwd|van|black;2014;2021-05-01
honda accord lx;excellent|4 cylinders|gas|automatic|fwd|sedan|silver;2012;2021-05-01
chevrolet express heavy duty;excellent|8 cylinders|gas|automatic|rwd|SUV|blue;2013;2021-05-01
ram 1500;gas|automatic|4wd;2018;2021-05-01
chrysler town & country;6 cylinders|automatic|fwd|van;2002;2021-05-01
toyota venza;gas|automatic|green;2010;2021-05-01
mazda mazda3;gas|manual|hatchback|white;2012;2021-05-01
dodge grand caravan;6 cylinders|gas|automatic|fwd|van|white;2008;2021-05-01
honda civic;gas|automatic|sedan;2014;2021-05-01
honda civic;gas|automatic|sedan;2014;2021-05-01
ford escape;gas|automatic|4wd|SUV;2017;2021-05-01
audi a6 4dr sdn quattro 2.0t premium plus;4 cylinders|automatic|sedan|white;2014;2021-05-01
audi a7 4dr hb quattro 3.0 prestige;6 cylinders|automatic|sedan|custom;2012;2021-05-01
"chevrolet silverado 3500hd 4wd reg cab 133.7"" lt";8 cylinders|automatic|4wd|pickup|white;2012;2021-05-01
honda civic;gas|automatic|fwd|sedan|white;2017;2021-05-01
honda pilot;good|6 cylinders|gas|automatic|4wd;2005;2021-05-01
ram 1500;gas|automatic|4wd|pickup;2016;2021-05-01
toyota 4-runner;gas|automatic|4wd|wagon;2003;2021-05-01
toyota 4-runner;gas|automatic|4wd|wagon;2003;2021-05-01
chevrolet tahoe;gas|automatic|fwd|SUV|black;2008;2021-05-01
acura mdx;gas|automatic|blue;2014;2021-05-01
nissan altime gle;excellent|4 cylinders|gas|automatic|fwd;1998;2021-05-01
nissan altime gle;excellent|4 cylinders|gas|automatic|fwd;1998;2021-05-01
honda pilot;gas|automatic|fwd|SUV|silver;2010;2021-05-01
toyota corolla;excellent|4 cylinders|gas|automatic|fwd;2003;2021-05-01
toyota corolla;excellent|4 cylinders|gas|automatic|fwd;2003;2021-05-01
honda cr-v ex;excellent|4 cylinders|gas|automatic|4wd|SUV|grey;2002;2021-05-01
toyota camry se;good|4 cylinders|gas|automatic|fwd|black;2012;2021-05-01
toyota corolla le;excellent|4 cylinders|gas|automatic|fwd;1996;2021-05-01
bmw 328xi;excellent|6 cylinders|gas|automatic|rwd;2008;2021-05-01
toyota camry le;excellent|4 cylinders|gas|automatic|fwd;1996;2021-05-01
toyota camry;excellent|4 cylinders|gas|automatic|4wd|white;2007;2021-05-01
chevrolet impala;6 cylinders|gas|automatic|fwd|sedan|blue;2008;2021-05-01
nissan maxima;gas|automatic|fwd|sedan|silver;2014;2021-05-01
toyota corolla;excellent|4 cylinders|gas|automatic|fwd;2013;2021-05-01
toyota camry hybrid;excellent|4 cylinders|gas|automatic|4wd|white;2007;2021-05-01
hyundai accent gs;excellent|4 cylinders|gas|automatic|fwd;2015;2021-05-01
nissan versa;excellent|4 cylinders|gas|automatic|fwd;2012;2021-05-01
